Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team,Sales_Level,Sales_Performance,High_Sales_Flag
Prohaska-Kuhic ,Lindgren-Simonis Pharm,Biskupiec,Poland,53.8647,20.9569,Pharmacy,Retail,Claricriptine Adaferol,Antibiotics,100.0,33,3300.0,October,2018,,Britanny Bold,Delta,Medias,Bajo,0
Stehr-Champlin  ,Mante-Grady Pharm,Lubaczów,Poland,50.1556,23.123,Pharmacy,Institution,Alpharolac,Antipiretics,10.0,533,5330.0,October,2018,Steve Pepple,Tracy Banks,Bravo,Altas,Bajo,0
Smith Inc ,"Schinner, Gaylord and Treutel Pharmaceutical Ltd",Dąbrowa Górnicza,Poland,50.3239,19.1947,Hospital,Government,Nevanide Actozide,Antibiotics,10.0,773,7730.0,October,2018,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Smith Inc ,Bosco-Marquardt Pharm,Lębork,Poland,54.55,17.75,Hospital,Private,Abranatal Lysoprosate,Antiseptics,10.0,681,6810.0,October,2018,Jimmy Grey,,Charlie,Altas,Alto,0
Stehr-Champlin  ,Schaefer LLC Pharmacy,Kamień Pomorski,Poland,53.9697,14.7858,Hospital,Government,Imiformin Transmunex,Antibiotics,,400,1600.0,October,2018,Mary Gerrard,Britanny Bold,Delta,Medias,Bajo,0
Stehr-Champlin  ,Prohaska-Kuhic Pharmacy,Wisła,Poland,49.6667,18.8667,Pharmacy,Institution,Tiaracil,Antipiretics,1.0,162,162.0,October,2018,Abigail Thompson,Tracy Banks,Bravo,Bajas,Bajo,0
Stehr-Champlin  ,Funk PLC Pharmaceutical Limited,Mikołów,Poland,50.171,18.9041,Hospital,Government,Lovapur,Mood Stabilizers,20.0,551,11020.0,October,2018,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,0
Smith Inc ,Balistreri Group Pharmaceutical Ltd,Prudnik,Poland,50.3197,17.5792,Pharmacy,Institution,Saprodeine Zanprosyn,Antibiotics,1.0,215,215.0,October,2018,Sheila Stones,Britanny Bold,Delta,Bajas,Bajo,0
Smith Inc ,Kling Inc Pharmaceutical Ltd,Ostrowiec Świętokrzyski,Poland,50.9333,21.4,Pharmacy,Institution,Methiclotide,Antibiotics,30.0,458,13740.0,October,2018,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Stehr-Champlin  ,Graham and Sons Pharmacy,Warka,Poland,51.7833,21.2,Hospital,Private,Claricriptine Adaferol,Antibiotics,2.0,33,66.0,October,2018,Daniel Gates,Alisha Cordwell,Charlie,Bajas,Bajo,0
Rohan   ,Nader-Gaylord Pharmaceutical Ltd,Łódź,Poland,51.7769,19.4547,Pharmacy,Retail,Tacrodomide,Antipiretics,30.0,420,12600.0,October,2018,Morris Garcia,Tracy Banks,Bravo,Altas,Alto,0
Stehr-Champlin  ,Leffler-Russel Pharm,Konstancin-Jeziorna,Poland,52.0938,21.1176,Hospital,Private,Ceftatana Serolamide,Antipiretics,5.0,595,2975.0,October,2018,Abigail Thompson,Tracy Banks,Bravo,Medias,Bajo,0
Stehr-Champlin  ,Schulist-Zulauf Pharm,Tychy,Poland,50.1667,19.0,Hospital,Private,Stelazolid,Antimalarial,15.0,73,1095.0,October,2018,Daniel Gates,Alisha Cordwell,Charlie,Medias,Bajo,0
Stehr-Champlin  ,Mraz Group Pharmacy,Piastów,Poland,52.1833,20.85,Hospital,Private,Presetron,Mood Stabilizers,10.0,216,2160.0,October,2018,Morris Garcia,Tracy Banks,Bravo,Medias,Bajo,0
Stehr-Champlin  ,"Paucek, Keeling and Bruen Pharm",Łęczna,Poland,,22.8833,Pharmacy,Institution,Choriogestrel,Antiseptics,2.0,347,694.0,October,2018,Erica Jones,James Goodwill,Alfa,Bajas,Bajo,0
Stehr-Champlin  ,"Erdman, Senger and Oberbrunner Pharm",Rawa Mazowiecka,Poland,51.7667,20.25,Pharmacy,Retail,Symbiroban,Antibiotics,3.0,122,366.0,October,2018,Jimmy Grey,Alisha Cordwell,Charlie,Bajas,Bajo,0
Prohaska-Kuhic ,Ward Group Pharmaceutical Limited,Zabrze,Poland,50.3,,Pharmacy,Institution,Quiniprosyn,Antiseptics,8.0,445,3560.0,October,2018,Abigail Thompson,,Bravo,Medias,Bajo,0
Rohan   ,Trantow LLC Pharma Plc,Braniewo,Poland,54.3833,19.8333,Pharmacy,Retail,Thalilamide,Antibiotics,2.0,615,1230.0,October,2018,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Smith Inc ,Mraz-Kutch Pharm,Bieruń Stary,Poland,50.0897,19.0928,Pharmacy,Retail,Topipizole,Mood Stabilizers,,368,736.0,October,2018,Thompson Crawford,James Goodwill,Alfa,Bajas,Bajo,0
Prohaska-Kuhic ,Hermiston LLC ,Strzegom,Poland,51.0,16.3333,Pharmacy,Institution,Cephovelam,Mood Stabilizers,2.0,542,1084.0,October,2018,Jessica Smith,Britanny Bold,Delta,Medias,Bajo,0
Cassin  ,Fadel-West ,Złotoryja,Poland,51.1264,15.9198,Pharmacy,Institution,Secrelazine Insonamic,Antipiretics,6.0,694,4164.0,October,2018,Mary Gerrard,Britanny Bold,Delta,Medias,Bajo,0
Smith Inc ,Botsford PLC Pharmacy,Pabianice,Poland,51.6642,19.35,Pharmacy,Institution,Dantolac Pazocor,Analgesics,216.0,578,124848.0,October,2018,Anne Wu,Britanny Bold,Delta,Altas,Alto,1
Prohaska-Kuhic ,"Hills, Stroman and Ernser Pharm",Pułtusk,Poland,52.7025,21.0828,Hospital,Private,Brimorix Amonine,Antibiotics,100.0,398,39800.0,October,2018,Erica Jones,James Goodwill,Alfa,Altas,Alto,0
Smith Inc ,"Brakus, Rempel and Harber Pharma Plc",Nowy Targ,Poland,49.4833,20.0333,Pharmacy,Institution,Hydroxyprosyn,Antibiotics,4.0,220,880.0,October,2018,Steve Pepple,,Bravo,Bajas,Bajo,0
Smith Inc ,Denesik-Hintz Pharm,Międzyrzec Podlaski,Poland,51.9833,22.8,Pharmacy,Retail,Abtasol,Antiseptics,2.0,754,1508.0,October,2018,,Alisha Cordwell,Charlie,Medias,Bajo,0
Cassin  ,Yundt-Crona Pharmaceutical Ltd,Siemiatycze,Poland,52.4272,22.8625,Hospital,Private,Ibruferon,Antiseptics,8.0,82,656.0,October,2018,Abigail Thompson,Tracy Banks,Bravo,Bajas,Bajo,0
Cassin  ,Zemlak Group Pharmaceutical Limited,Koszalin,Poland,54.1903,16.1817,Hospital,Private,Presetron,Mood Stabilizers,96.0,216,20736.0,October,2018,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,0
Rohan   ,Feest-Kshlerin Pharmaceutical Ltd,Świdnik,Poland,51.2333,22.7,Pharmacy,Institution,Paronium Atracustone,Analgesics,10.0,414,4140.0,October,2018,Jimmy Grey,Alisha Cordwell,Charlie,Medias,Bajo,0
Stehr-Champlin  ,Gibson-Hill Pharma Plc,Chrzanów,Poland,50.1333,19.4,Hospital,Private,Victomax,Analgesics,12.0,623,7476.0,October,2018,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,0
Prohaska-Kuhic ,Runte-Marquardt Pharmaceutical Ltd,Olecko,Poland,54.0333,,Hospital,Private,Ranediol,Antibiotics,2.0,401,,October,2018,Erica Jones,James Goodwill,Alfa,Bajas,Bajo,0
Prohaska-Kuhic ,Raynor-Graham Pharmaceutical Limited,Gorzów Wielkopolski,Poland,52.7333,15.25,Pharmacy,Institution,Tesnorphine Silotamine,Antibiotics,2.0,319,638.0,October,2018,Erica Jones,,Alfa,Bajas,Bajo,0
Smith Inc ,Koch-Osinski Pharm,Sandomierz,Poland,50.6833,21.75,Hospital,Government,Kiovax Tercorolac,Analgesics,5.0,722,3610.0,October,2018,Anne Wu,Britanny Bold,Delta,Medias,Bajo,0
Prohaska-Kuhic ,Schaefer Group Pharmaceutical Limited,Ustroń,Poland,49.7167,18.8167,Hospital,Government,Raparidol,Mood Stabilizers,8.0,187,1496.0,October,2018,Jimmy Grey,Alisha Cordwell,Charlie,Medias,Bajo,0
Beier  ,"Kub, Von and Herzog Pharmacy",Wschowa,Poland,51.8,16.3,Hospital,Private,Pulmofine,Antibiotics,67.0,688,46096.0,October,2018,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,1
Prohaska-Kuhic ,Schaefer Group Pharmaceutical Limited,Ustroń,Poland,49.7167,18.8167,Hospital,Government,Malaxolol Aeroprosyn,Antiseptics,10.0,502,5020.0,October,2018,Jessica Smith,,Delta,Altas,Bajo,0
Stehr-Champlin  ,Graham and Sons Pharmacy,Warka,Poland,51.7833,21.2,Hospital,Private,Primatate Univatol,Mood Stabilizers,12.0,172,2064.0,October,2018,Anne Wu,Britanny Bold,Delta,Medias,Bajo,0
Prohaska-Kuhic ,Buckridge-Davis ,Legnica,Poland,51.2101,16.1619,Hospital,Private,Primapion,Antibiotics,,492,4920.0,October,2018,Alan Ray,James Goodwill,Alfa,Medias,Bajo,0
Cassin  ,Ward Group Pharmaceutical Limited,Zabrze,Poland,50.3,18.7833,Pharmacy,Institution,Kinenadryl,Antipiretics,10.0,782,7820.0,October,2018,Alan Ray,James Goodwill,Alfa,Altas,Alto,0
Stehr-Champlin  ,"Effertz, Heaney and Tillman Pharmaceutical Ltd",Jaworzno,Poland,50.2,19.275,Hospital,Government,Adtiza Gammaluble,Antibiotics,2.0,452,904.0,October,2018,Abigail Thompson,Tracy Banks,Bravo,Bajas,Bajo,0
Stehr-Champlin  ,Leuschke PLC Pharmacy,Ciechanów,Poland,52.8817,20.6106,Pharmacy,Retail,Symbitrim,Analgesics,5.0,536,,October,2018,Daniel Gates,Alisha Cordwell,Charlie,Medias,Bajo,0
Stehr-Champlin  ,Bosco-Marquardt Pharm,Lębork,Poland,54.55,17.75,Hospital,Private,Darlofen,Antipiretics,2.0,577,1154.0,October,2018,Daniel Gates,Alisha Cordwell,Charlie,Medias,Bajo,0
Stehr-Champlin  ,Erdman PLC Pharmacy,Ozimek,Poland,50.6731,18.2131,Pharmacy,Institution,Insozyme,Antiseptics,20.0,655,13100.0,October,2018,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Cassin  ,Balistreri-Watsica Pharmacy,Ełk,Poland,53.8167,22.35,Pharmacy,Retail,Invisteride Diclomycin,Mood Stabilizers,3.0,452,1356.0,October,2018,Abigail Thompson,Tracy Banks,Bravo,Medias,Bajo,0
Prohaska-Kuhic ,"Kertzmann, Quitzon and Harris Pharma Plc",Reszel,Poland,54.0504,21.1458,Hospital,Government,Panpion,Antiseptics,8.0,692,5536.0,October,2018,Jessica Smith,Britanny Bold,Delta,Altas,Bajo,0
Cassin  ,Erdman PLC Pharmacy,Ozimek,Poland,50.6731,18.2131,Pharmacy,Institution,Lioletine Refliruvax,Analgesics,10.0,435,4350.0,October,2018,Jimmy Grey,Alisha Cordwell,Charlie,Medias,Bajo,0
Beier  ,McCullough LLC Pharma Plc,Częstochowa,Poland,50.8,19.1167,Pharmacy,Retail,Lovavatol Azelavarix,Mood Stabilizers,120.0,106,,October,2018,Anne Wu,Britanny Bold,Delta,Altas,Alto,0
Stehr-Champlin  ,Hansen Group Pharm,Gryfów Śląski,Poland,51.0308,15.4202,Hospital,Private,Syntheruvax Proracin,Antimalarial,40.0,86,3440.0,October,2018,Jessica Smith,Britanny Bold,Delta,Medias,Bajo,0
Smith Inc ,"Towne, Cummerata and Blanda Pharm",Kalisz,Poland,51.757,18.083,Hospital,Private,Tracdomide,Antipiretics,2.0,548,1096.0,October,2018,Erica Jones,James Goodwill,Alfa,Medias,Bajo,0
Stehr-Champlin  ,Ritchie-Rodriguez Pharm,Łuków,Poland,51.9167,22.3833,Pharmacy,Retail,Benzoprox,Antiseptics,2.0,284,568.0,October,2018,Anne Wu,,Delta,Bajas,Bajo,0
Cassin  ,"Beer, Kohler and Beatty Pharmaceutical Ltd",Rypin,Poland,53.0667,,Pharmacy,Retail,Pentastrin,Antibiotics,30.0,497,14910.0,October,2018,Alan Ray,James Goodwill,Alfa,Altas,Alto,0
Stehr-Champlin  ,"Romaguera, Moen and Hagenes Pharmaceutical Limited",Sopot,Poland,54.4419,18.5478,Hospital,Private,Duraprazole Agalsixolol,Antiseptics,2.0,375,750.0,October,2018,Erica Jones,James Goodwill,Alfa,Bajas,Bajo,0
Stehr-Champlin  ,Senger-Kirlin Pharmacy,Kobyłka,Poland,52.3395,21.1959,Hospital,Government,Zonitonin,Antiseptics,48.0,518,24864.0,October,2018,Daniel Gates,Alisha Cordwell,Charlie,Altas,Alto,0
Stehr-Champlin  ,Welch-Orn ,Chełmno,Poland,53.3492,18.4261,Hospital,Private,Sodinel Olofribrate,Antimalarial,12.0,50,,October,2018,Alan Ray,James Goodwill,Alfa,Bajas,Bajo,0
Stehr-Champlin  ,Kreiger Inc Pharma Plc,Mielec,Poland,50.2833,21.4333,Hospital,Private,Kinovatol,Analgesics,5.0,370,1850.0,October,2018,Abigail Thompson,,Bravo,Medias,Bajo,0
Stehr-Champlin  ,"Parisian, Hagenes and Skiles Pharma Plc",Ciechocinek,Poland,52.8833,18.7833,Pharmacy,Retail,Acubulin,Antipiretics,1.0,490,490.0,October,2018,Jimmy Grey,Alisha Cordwell,Charlie,Bajas,Bajo,0
Stehr-Champlin  ,Hermiston LLC ,Strzegom,Poland,51.0,16.3333,Pharmacy,Institution,Travoloride,Antiseptics,10.0,785,7850.0,October,2018,Alan Ray,James Goodwill,Alfa,Altas,Alto,0
Stehr-Champlin  ,Feest-Roob Pharmaceutical Ltd,Wolsztyn,Poland,52.1167,16.1167,Pharmacy,Institution,Tracdomide,Antipiretics,1.0,548,,October,2018,Daniel Gates,Alisha Cordwell,Charlie,Bajas,Bajo,0
Rohan   ,Herman-Koss Pharm,Lubsko,Poland,51.7877,14.9724,Hospital,Private,Syntheruvax Proracin,Antimalarial,,86,,October,2018,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Stehr-Champlin  ,"Johnson, Friesen and Torphy Pharma Plc",Gryfino,Poland,53.2524,14.4883,Hospital,Government,Amcibax Amcikeran,Analgesics,20.0,319,6380.0,October,2018,Morris Garcia,Tracy Banks,Bravo,Altas,Alto,0
Prohaska-Kuhic ,"Towne, Cummerata and Blanda Pharm",Kalisz,Poland,51.757,18.083,Hospital,Private,Ketastadil,Analgesics,10.0,763,7630.0,November,2018,Jimmy Grey,,Charlie,Altas,Alto,0
Stehr-Champlin  ,Hermiston and Sons Pharma Plc,Bochnia,Poland,49.9833,20.4333,Pharmacy,Institution,Proprabax,Analgesics,4.0,64,256.0,November,2018,Morris Garcia,Tracy Banks,Bravo,Bajas,Bajo,0
Beier  ,"Upton, Abernathy and Goodwin Pharmaceutical Ltd",Jarosław,Poland,50.0162,22.6778,Hospital,Government,Argalazine Abostryl,Antipiretics,20.0,628,12560.0,November,2018,Erica Jones,James Goodwill,Alfa,Altas,Alto,0
Cassin  ,Barton Ltd Pharma Plc,Czeladź,Poland,50.3333,19.0833,Hospital,Private,Bexridol,Antipiretics,216.0,80,,November,2018,Alan Ray,James Goodwill,Alfa,Altas,Alto,0
Rohan   ,Cassin PLC Pharmacy,Miastko,Poland,54.0,16.9833,Hospital,Private,Vibratosine Alemtrace,Antibiotics,15.0,269,4035.0,November,2018,Sheila Stones,Britanny Bold,Delta,Medias,Bajo,0
Prohaska-Kuhic ,Kreiger Inc Pharma Plc,Mielec,Poland,50.2833,21.4333,Hospital,Private,Neuropogen Empibax,Analgesics,19.0,605,11495.0,November,2018,Sheila Stones,Britanny Bold,Delta,Altas,Alto,0
Cassin  ,Rogahn-Klein Pharmacy,Koronowo,Poland,53.3137,17.937,Hospital,Private,Alimmethate Insudase,Analgesics,,624,9360.0,November,2018,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,0
Beier  ,Vandervort LLC Pharma Plc,Łańcut,Poland,,22.2291,Pharmacy,Institution,Diprolimus,Antiseptics,10.0,634,,November,2018,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,0
Cassin  ,Rowe PLC Pharmaceutical Ltd,Kęty,Poland,49.8821,19.2233,Pharmacy,Institution,Kinovatol,Analgesics,10.0,370,3700.0,November,2018,Thompson Crawford,James Goodwill,Alfa,Medias,Bajo,0
Prohaska-Kuhic ,Leannon-West Pharmacy,Cieszyn,Poland,49.75,18.6333,Pharmacy,Retail,Proderal,Antiseptics,72.0,34,,November,2018,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Prohaska-Kuhic ,Hill Ltd ,Gliwice,Poland,50.2976,18.6766,Pharmacy,Retail,Ionclotide,Analgesics,20.0,631,12620.0,November,2018,Morris Garcia,Tracy Banks,Bravo,Altas,Alto,0
Cassin  ,"Wiegand, Jast and Yost Pharma Plc",Płock,Poland,52.55,19.7,Hospital,Private,Lansostral Acgestin,Antiseptics,30.0,627,18810.0,November,2018,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Stehr-Champlin  ,"Hahn, Rutherford and Gislason Pharmaceutical Limited",Łaziska Górne,Poland,50.15,18.8333,Hospital,Private,Alpradipine,Analgesics,15.0,445,6675.0,November,2018,Anne Wu,Britanny Bold,Delta,Altas,Alto,0
Prohaska-Kuhic ,Raynor-Graham Pharmaceutical Limited,Gorzów Wielkopolski,Poland,52.7333,15.25,Pharmacy,Institution,Betanem,Analgesics,20.0,611,12220.0,November,2018,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Rohan   ,Will and Sons Pharmaceutical Limited,Poznań,Poland,52.4,16.9167,Hospital,Government,Lansostral Acgestin,Antiseptics,42.0,627,26334.0,November,2018,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,0
Stehr-Champlin  ,Zemlak-Witting Pharmacy,Międzyrzecz,Poland,52.4446,15.578,Pharmacy,Institution,Ampinonide,Antimalarial,1.0,248,248.0,November,2018,Jimmy Grey,Alisha Cordwell,Charlie,Bajas,Bajo,0
Cassin  ,Buckridge-Strosin Pharmaceutical Limited,Pruszków,Poland,52.1667,20.8,Hospital,Government,Ciclonazol,Antiseptics,,121,,November,2018,Stella Given,,Charlie,Medias,Bajo,0
Cassin  ,Nader-Gaylord Pharmaceutical Ltd,Łódź,Poland,51.7769,19.4547,Pharmacy,Retail,Zithrotrol,Antiseptics,1.0,137,137.0,November,2018,Mary Gerrard,Britanny Bold,Delta,Bajas,Bajo,0
Beier  ,"Cormier, Dietrich and Zulauf Pharma Plc",Puławy,Poland,51.4166,21.9694,Hospital,Government,Ultrimax Ultriset,Antiseptics,10.0,269,2690.0,November,2018,Daniel Gates,Alisha Cordwell,Charlie,Medias,Bajo,0
Smith Inc ,"Brakus, Rempel and Harber Pharma Plc",Nowy Targ,Poland,49.4833,,Pharmacy,Institution,Antaparin Varizyme,Mood Stabilizers,6.0,513,3078.0,November,2018,Jessica Smith,Britanny Bold,Delta,Medias,Bajo,0
Stehr-Champlin  ,"Ondricka, Rosenbaum and Beahan ",Starogard Gdański,Poland,53.9667,18.5333,Hospital,Government,Vibratosine Alemtrace,Antibiotics,1.0,269,,November,2018,Sheila Stones,Britanny Bold,Delta,Bajas,Bajo,0
Cassin  ,Haley PLC Pharmaceutical Limited,Opole,Poland,50.6722,17.9253,Pharmacy,Retail,Imiderm Vibranovate,Antipiretics,20.0,390,7800.0,November,2018,Daniel Gates,Alisha Cordwell,Charlie,Altas,Alto,0
Smith Inc ,Mraz Group Pharmacy,Piastów,Poland,,20.85,Hospital,Private,Albudazole Erobloc,Antiseptics,2.0,563,1126.0,November,2018,Daniel Gates,Alisha Cordwell,Charlie,Medias,Bajo,0
Stehr-Champlin  ,"Schowalter, Runolfsson and VonRueden Pharmaceutical Ltd",Grudziądz,Poland,53.4925,18.7761,Pharmacy,Retail,Oxymotroban Fexoformin,Analgesics,147.0,458,67326.0,November,2018,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,1
Stehr-Champlin  ,"Rosenbaum, Klein and Herzog ",Zbąszyń,Poland,52.2531,15.9178,Hospital,Private,Ionclotide,Analgesics,2.0,631,1262.0,November,2018,Jessica Smith,Britanny Bold,Delta,Medias,Bajo,0
Stehr-Champlin  ,Funk PLC Pharmaceutical Limited,Mikołów,Poland,50.171,18.9041,Hospital,Government,Symbiroban,Antibiotics,2.0,122,,November,2018,Thompson Crawford,James Goodwill,Alfa,Bajas,Bajo,0
Stehr-Champlin  ,Buckridge-Davis ,Legnica,Poland,51.2101,16.1619,Hospital,Private,Sevoderm,Antipiretics,216.0,663,143208.0,November,2018,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,1
Prohaska-Kuhic ,Osinski-Collins Pharmaceutical Ltd,Elbląg,Poland,54.1667,19.4,Pharmacy,Institution,Enzastryl,Antiseptics,2.0,26,52.0,November,2018,Thompson Crawford,James Goodwill,Alfa,Bajas,Bajo,0
Prohaska-Kuhic ,Stehr-Champlin Pharmaceutical Limited,Nowe Miasto Lubawskie,Poland,53.4167,19.5833,Hospital,Government,Malavirine Alimdine,Mood Stabilizers,3.0,767,2301.0,November,2018,Mary Gerrard,Britanny Bold,Delta,Medias,Bajo,0
Prohaska-Kuhic ,Monahan Ltd ,Oświęcim,Poland,50.0333,19.2333,Hospital,Government,Insozyme,Antiseptics,1.0,655,655.0,November,2018,Daniel Gates,Alisha Cordwell,Charlie,Bajas,Bajo,0
Smith Inc ,"Haag, Bradtke and Terry Pharmacy",Biała Podlaska,Poland,52.0333,23.1167,Hospital,Government,Lioletine Refliruvax,Analgesics,,435,,November,2018,Daniel Gates,Alisha Cordwell,Charlie,Altas,Alto,0
Stehr-Champlin  ,Leuschke PLC Pharmacy,Ciechanów,Poland,52.8817,20.6106,Pharmacy,Retail,Exotropin Empizine,Mood Stabilizers,2.0,785,1570.0,November,2018,Sheila Stones,Britanny Bold,Delta,Medias,Bajo,0
Stehr-Champlin  ,"Upton, Abernathy and Goodwin Pharmaceutical Ltd",Jarosław,Poland,50.0162,22.6778,Hospital,Government,Hemavate Spirolinum,Mood Stabilizers,2.0,210,,November,2018,Alan Ray,James Goodwill,Alfa,Bajas,Bajo,0
Rohan   ,Pfannerstill Group Pharmaceutical Ltd,Jelcz-Laskowice,Poland,51.0333,17.3333,Pharmacy,Retail,Zithrotrol,Antiseptics,17.0,137,2329.0,November,2018,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Beier  ,Jast-Cruickshank Pharma Plc,Białystok,Poland,53.1167,23.1667,Pharmacy,Retail,Novakyn Tracprox,Antiseptics,5.0,288,1440.0,November,2018,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Stehr-Champlin  ,Waelchi LLC Pharmacy,Katowice,Poland,50.25,19.0,Hospital,Government,Factolamide,Antiseptics,2.0,345,690.0,November,2018,Morris Garcia,Tracy Banks,Bravo,Bajas,Bajo,0
Stehr-Champlin  ,Waelchi LLC Pharmacy,Katowice,Poland,50.25,19.0,Hospital,Government,Aggretisol,Antimalarial,1.0,262,,November,2018,Sheila Stones,Britanny Bold,Delta,Bajas,Bajo,0
Cassin  ,Hansen Group Pharm,Gryfów Śląski,Poland,51.0308,15.4202,Hospital,Private,Amcibax Amcikeran,Analgesics,84.0,319,26796.0,November,2018,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Stehr-Champlin  ,"Denesik, Walter and Beatty Pharma Plc",Ostrów Mazowiecka,Poland,52.8,21.9,Pharmacy,Institution,Tetratanyl,Antimalarial,,511,2044.0,November,2018,Abigail Thompson,Tracy Banks,Bravo,Medias,Bajo,0
Stehr-Champlin  ,"Upton, Abernathy and Goodwin Pharmaceutical Ltd",Jarosław,Poland,50.0162,22.6778,Hospital,Government,Aggrakine,Antiseptics,20.0,47,,November,2018,Steve Pepple,Tracy Banks,Bravo,Bajas,Bajo,0
Beier  ,Walsh-Brown Pharmacy,Chorzów,Poland,50.3,,Pharmacy,Retail,Testant,Mood Stabilizers,108.0,488,52704.0,November,2018,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,1
Stehr-Champlin  ,"Brakus, Rempel and Harber Pharma Plc",Nowy Targ,Poland,49.4833,20.0333,Pharmacy,Institution,Aggretisol,Antimalarial,2.0,262,524.0,November,2018,Steve Pepple,Tracy Banks,Bravo,Bajas,Bajo,0
Cassin  ,"McClure, Zemlak and Dibbert Pharmaceutical Limited",Kórnik,Poland,52.2367,17.0986,Hospital,Private,Magneprex,Antimalarial,,187,187.0,November,2018,Abigail Thompson,Tracy Banks,Bravo,Bajas,Bajo,0
Stehr-Champlin  ,Kuhic LLC Pharma Plc,Oborniki,Poland,52.65,16.8167,Pharmacy,Retail,Ciclonazol,Antiseptics,,121,121.0,November,2018,Daniel Gates,Alisha Cordwell,Charlie,Bajas,Bajo,0
Beier  ,D'Amore and Sons ,Wągrowiec,Poland,52.8,17.2,Hospital,Private,Dexmebital Acanplan,Analgesics,36.0,170,6120.0,November,2018,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Graham and Sons ,"Grimes, Jacobs and Durgan Pharm",Bełchatów,Poland,51.3667,19.3667,Hospital,Private,Doxivorin,Antimalarial,200.0,516,103200.0,November,2018,Sheila Stones,Britanny Bold,Delta,Altas,Alto,1
Smith Inc ,Denesik-Hintz Pharm,Międzyrzec Podlaski,Poland,51.9833,,Pharmacy,Retail,Cyclovital,Antimalarial,10.0,677,,November,2018,Anne Wu,Britanny Bold,Delta,Altas,Alto,0
Stehr-Champlin  ,Walter Ltd ,Kętrzyn,Poland,54.0833,21.3833,Pharmacy,Institution,Pazofenac,Mood Stabilizers,400.0,123,49200.0,November,2018,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,1
Beier  ,Hansen Group Pharm,Gryfów Śląski,Poland,,15.4202,Hospital,Private,Atrabicin Alkerotec,Antiseptics,150.0,249,37350.0,November,2018,Abigail Thompson,,Bravo,Altas,Alto,0
Prohaska-Kuhic ,Crona Group Pharma Plc,Kwidzyn,Poland,53.7358,18.9308,Pharmacy,Institution,Robapril,Antipiretics,4.0,453,1812.0,November,2018,Alan Ray,James Goodwill,Alfa,Medias,Bajo,0
Smith Inc ,Denesik-Hintz Pharm,Międzyrzec Podlaski,Poland,51.9833,22.8,Pharmacy,Retail,Symbisine Prednimadin,Mood Stabilizers,20.0,304,6080.0,November,2018,Jessica Smith,Britanny Bold,Delta,Altas,Alto,0
Stehr-Champlin  ,"Koch, Borer and Hagenes ",Kościan,Poland,52.0833,16.65,Hospital,Private,Adriacaine,Mood Stabilizers,,361,2166.0,November,2018,Abigail Thompson,Tracy Banks,Bravo,Medias,Bajo,0
Graham and Sons ,Rogahn-Klein Pharmacy,Koronowo,Poland,53.3137,17.937,Hospital,Private,Ultrimax Ultriset,Antiseptics,300.0,269,80700.0,November,2018,Sheila Stones,Britanny Bold,Delta,Altas,Alto,1
Prohaska-Kuhic ,Crona PLC Pharma Plc,Białogard,Poland,54.007,15.9875,Hospital,Private,Tacrodomide,Antipiretics,5.0,420,2100.0,November,2018,Anne Wu,Britanny Bold,Delta,Medias,Bajo,0
Cassin  ,Block-Romaguera Pharmaceutical Limited,Tarnowskie Góry,Poland,50.45,18.8667,Hospital,Private,Benzoprox,Antiseptics,17.0,284,4828.0,November,2018,Jessica Smith,Britanny Bold,Delta,Medias,Bajo,0
Cassin  ,Ritchie-Rodriguez Pharm,Łuków,Poland,51.9167,22.3833,Pharmacy,Retail,Pentastrin,Antibiotics,1.0,497,497.0,November,2018,Sheila Stones,Britanny Bold,Delta,Bajas,Bajo,0
Smith Inc ,Feest-Kshlerin Pharmaceutical Ltd,Świdnik,Poland,51.2333,22.7,Pharmacy,Institution,Ionclotide,Analgesics,8.0,631,5048.0,November,2018,Mary Gerrard,,Delta,Altas,Bajo,0
